Input Sample	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
GSM1607877	0.011665530895581	0.0741977467942288	0.0664258329068321	0.0981828225168432	0.00362714053905453	0.0435429129185833	0	0.109168828044686	0.083606498974589	0.0388372673329877	0	0.104325873381415	0.0349253285967319	0.0274142012605903	0.0341639274938692	0.0109614653181738	0	0.0105816564720631	0	0.248372966553771	0	0	0.196	0.0839761213426819	1.06688798693109
GSM1607878	0.0168252946518069	0	0	0.0655790809519521	0	0	0.0636456883924259	0.0662258170740491	0.0344461171596378	0.189007228253636	0	0.203994952290166	0.0205107532580035	0.084075750544628	0.114551911560207	0.071941577538744	0.0332014193697582	0	0	0.0359944089549861	0	0	0.037	0.182660630241479	1.05811037872978
GSM1607879	0	0	0.0266794234452864	0.090476112858182	0	0	0.173236578762118	0.136117742252543	0	0.0526686012625409	0	0.135464252201154	0	0.106464987414238	0.139095805043588	0.045853607357805	0.0137283745773427	0	0	0.0802145148252018	0	0	0.049	0.163287325878287	1.03983236224305
GSM1607880	0.034292447988078	0	0.00675604351648408	0.044316148843815	0.0885800046475553	0	0	0.104499062262818	0.059651463174591	0.0314576375605298	0	0.0906289285269552	0.0437755880157281	0.0252705566530184	0.0434387538214759	0.0247946463945375	0.0102286342527809	0.0201318296543086	0	0.372178254687324	0	0	0.279	0.0586164583967654	1.10130492617019
GSM1607881	0.00357013962575211	0	0.0307074601708064	0.0242550508525193	0.00549884171548118	0	0.0869232570609972	0.0960463792613275	0.0171162063831089	0.10706570081277	0	0.153945457347817	0.0143778038185354	0.108414563187083	0.176419847548443	0.0731709709114108	0.0183022526060372	0.0190905601190014	0	0.0650955085789109	0	0	0.054	0.155479674791122	1.05419991850387
GSM1607882	0.036000998310308	0	0.0564537626992228	0.000411137015782786	0	0.0534787423696684	0.0754290045780266	0.13273263378342	0	0.0569912327961871	0	0.107270233245104	0.00660028557141177	0.00209018651329781	0.0776751113143707	0.0711362457493299	0.034106845083362	0.0124884389895676	0	0.275987413609844	0	0.00114772837109624	0.191	0.0865974614632757	1.06404692337104
GSM1607883	0.00067219078527058	0	0.0413913202424986	0.0249037913522411	0.00254990385061158	0.0698324928999184	0	0.0715962110101639	0	0.0032884480883694	0	0.129359478310932	0	0.0616783020776888	0.0368837391789953	0.0770820338493365	0.0564095274253869	0.0328356652816781	0	0.391516895646909	0	0	0.153	0.0993256212090821	1.08720041458409
GSM1607884	0.00970783781178759	0	0.109591861575237	0	0	0.152582853286056	0	0.0461761517932969	0	0.0246698045721469	0	0.135875833579123	0.0731167769037994	0	0.00149265079825811	0.030622312799733	0.0648822045123508	0.0391554245936074	0	0.299385249367119	0.0127410384074835	0	0.747	-0.00554988327330754	1.10105133718018
GSM1607885	0.0246194395019926	0	0.00755296980351676	0.0238132988446195	0	0.0143858424511589	0.170549036452445	0.054220211843891	0	0.0583216925696566	0	0.0847470597625387	0.0739433579665928	0.0733700199422285	0.0191615862228489	0.0159570221902218	0	0.0432145060386412	0	0.304653810461437	0	0.0314901459482102	0.365	0.0432496974100321	1.09029722853114
GSM1607886	0	0	0.111482545290674	0	0.00928206126637656	0.0580465376752017	0	0.010982888168159	0.0603319814886102	0.0086813212688632	0	0.0730315619004828	0	0.0907617894619443	0	0	0.0505474281502701	0.0320369256207698	0	0.494814959708648	0	0	0.405	0.0376136353073447	1.14929968015878
